Pengajuan via	No. Aju	Tgl Aju	No. K.1.1	Tgl K.1.1	UPT	Satpel	Tempat Periksa	Alamat Tempat Periksa	Tgl Periksa	Pemohon	Alamat Pemohon	Identitas Pemohon	Pengirim	Alamat Pengirim	Identitas Pengirim	Penerima	Alamat Penerima	Identitas Penerima	Asal	Daerah Asal	Pelabuhan Asal	Tujuan	Daerah Tujuan	Pelabuhan Tujuan	Moda Alat Angkut	Nama Alat Angkut	Nomor Voyage	Jenis Kemasan	Jumlah Kemasan	Tanda Kemasan	Nomor Dokumen	Nomor Seri	Tgl Dokumen	Klasifikasi	Komoditas	Nama Tercetak	Kode HS	volumeP1	volumeP2	volumeP3	volumeP4	volumeP5	volumeP6	volumeP7	volumeP8	satuan	Harga Barang (Rp)	Kontainer	Dokumen Pendukung
SSM	14020IMT241204114733CBZ4WS	04/12/2024 11:48	2024-T2.0-1402.0-K.1.1-000005	04/12/2024 11:48	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	PELABUHAN LAUT DUMAI	DUMAI	04/12/2024 00:00	JASA PRIMA LOGISTIK BULOG	GD. PERUM BULOG I JL. JEND. GATOT SUBROTO KAV.49	'0032842635051000000000	VIETNAM NORTHERN FOOD CORPORATION (VINAFOOD 1)	6 NGO QUYEN STREET, HOAN KIEM DISTRICT, HANOI, VIETNAM		PERUM BULOG	JL JEND. GATOT SUBROTO, Nomor 49	'0010031482051000000000	VIETNAM		Ho Chi Minh City	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	MV. HAI AU STAR	/	Bag	97000		2024-T2.0-1402.0-K.9.2-000005	CG81NO6	17/12/2024 08:40	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	BERAS	97,000 BAGS VIETNAM WHITE RICE MORE THAN 5PCT AND 7PCT MAXIMUM BROKEN	'10063099	4.850.000,00	0	0	0	0	0	0	4.850.000,00	kilogram	39.276.706.500		"Bill of Lading (BL) No. HAS-3 Tanggal: 2024-11-29; Invoice No. 20124-BULOG Tanggal: 2024-11-29; Health Certificate No. 24G01GNN00802-05 Tanggal: 2024-11-29; Certificate of Analysis (COA) No. 0356/24/FSC.ID Tanggal: 2024-11-29; Surat Persetujuan Impor No. 04.PI-11.24.0005.2 Tanggal: 2024-10-18; Prior Notice No. T.20241129.G1MDFR Tanggal: 2024-12-03; Fumigation Certificate No. CF34/01.40. 7438 Tanggal: 2024-11-29; Phytosanitary Certificate No. 197287/24/0201 Tanggal: 2024-11-29"
PTK	14000IMT24102914001347JXLP	29/10/2024 14:21	2024-T2.0-1400.0-K.1.1-000004	30/10/2024 08:52	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PELABUHAN BUATAN	pelabuhan buatan	30/10/2024 08:56	PT. RIAU ANDALAN KERTAS	JL TELUK BETUNG, 31, KEBON MELATI, TANAH ABANG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10230	'017400268092000992000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL TELUK BETUNG, 31, KEBON MELATI, TANAH ABANG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10230	'017400268092000992000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Pelabuhan Buatan, Siak	Laut	MARCOPOLO 352	030/2401	Bag	600	XXXX	2024-T2.0-1400.0-K.9.2-000004	QKUXKK2	31/10/2024 08:42	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	515.400,00	0	0	0	0	0	0	515,4	ton	3.767.137.185	"No. PALU5016204 Seal: MCL0143902; No. MGEU2010672 Seal: MCL0143899; No. DRYU2388813 Seal: MCL0143885; No. PALU5004287 Seal: MCL0143895; No. PALU5017900 Seal: MCL0143900; No. MGEU2001006 Seal: MCL0143886; No. PALU5011861 Seal: MCL0143879; No. MGEU1906601 Seal: MCL0143898; No. MGEU2000632 Seal: MCL0143880; No. PALU5011270 Seal: MCL0143894; No. MGEU2004279 Seal: MCL0143877; No. MGEU2001963 Seal: MCL0143897; No. MGEU1000411 Seal: MCL0143896; No. MGEU2002363 Seal: MCL0143901; No. MGEU1907465 Seal: MCL0143887; No. PALU5006612 Seal: MCL0143882; No. MGEU2203460 Seal: MCL0143883; No. DRYU2331952 Seal: MCL0143904; No. MGEU2180730 Seal: MCL0143875; No. PALU5015126 Seal: MCL0143884; No. PALU5014290 Seal: MCL0143889; No. CRXU3426359 Seal: MCL0143890; No. MGEU1905056 Seal: MCL0143893; No. MGEU2011426 Seal: MCL0143888; No. MGEU1915429 Seal: MCL0143891; No. CRSU1323895 Seal: MCL0143878; No. MGEU1908461 Seal: MCL0143892; No. CLHU2313480 Seal: MCL0143881; No. MGEU1917020 Seal: MCL0143903; No. DRYU2336722 Seal: MCL0143876"	"Invoice No. IVD67100009 Tanggal: 2024-10-01; Bill of Lading (BL) No. SB/M352-030/2401 Tanggal: 2024-10-25; Phytosanitary Certificate No. TH6710011556 Tanggal: 2024-10-10; Packing List No. IVD67100009 Tanggal: 2024-10-01"
PTK	14000IMT250124191301V4R13P	24/01/2025 19:29	2025-T2.0-1400.0-K.1.1-000030	30/01/2025 08:22	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PELABUHAN BUATAN		30/01/2025 19:22	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALF OF SANGUAN WONGSE INDUSTRIES CO., LTD	BLK 513 KAMPONG BHARU ROAD HEX01-121 KEPPEL DISTRIPAK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 352-039	2505	Bag	200		2025-T2.0-1400.0-K.9.2-000030	LJ1RO3W	31/01/2025 07:59	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	171,9	0	0	0	0	0	0	171,9	ton	27.071.588.995	"No. SEGU1723873 Seal: YMAS846659; No. YMMU1154440 Seal: YMAS846652; No. TEMU1684536 Seal: YMAS846654; No. BEAU2058499 Seal: YMAS846655; No. SEGU2697676 Seal: YMAS846658; No. CAIU3480559 Seal: YMAS846660; No. YMLU3548347 Seal: YMAS846653; No. TEMU0243053 Seal: YMAS846651; No. BEAU2330502 Seal: YMAS846656; No. YMMU1051611 Seal: YMAS846657"	"Invoice No. SWI2501000013 Tanggal: 2025-01-04; Bill of Lading (BL) No. SB/M352-039/2505 Tanggal: 2025-01-22; Phytosanitary Certificate No. TH6801008862 Tanggal: 2025-01-09; Packing List No. SWI2501000013 Tanggal: 2025-01-04"
PTK	14000IMT250214105740YE5MLP	14/02/2025 19:57	2025-T2.0-1400.0-K.1.1-000053	17/02/2025 08:04	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	BUATAN		17/02/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 298-149	2502	Bag	160	-	2025-T2.0-1400.0-K.9.2-000053	ZP3GGOY	20/02/2025 08:23	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	137,44	0	0	0	0	0	0	137,44	ton	887.808.000	"No. CRSU1101917 Seal: MCL0144509; No. PALU5004076 Seal: MCL0144507; No. DRYU2566010 Seal: MCL0144451; No. MGEU2180149 Seal: MCL0144506; No. MGEU2003631 Seal: MCL0144504; No. MGEU2106096 Seal: MCL0144508; No. MGEU2005130 Seal: MCL0144510; No. DRYU2348153 Seal: MCL0144505"	"Packing List No. SB/M298-149/2502 Tanggal: 2025-02-13; Phytosanitary Certificate No. TH6801027789 Tanggal: 2025-02-28; Bill of Lading (BL) No. SB/M298-149/2502 Tanggal: 2025-02-13; Invoice No. IVD68010008 Tanggal: 2025-01-09"
Idem	14000IMT250214105740YE5MLP	14/02/2025 19:57	2025-T2.0-1400.0-K.1.1-000053	17/02/2025 08:04	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	BUATAN		17/02/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 298-149	2502	Bag	160	-	2025-T2.0-1400.0-K.9.2-000053	OY1C9WW	20/02/2025 08:20	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	137,44	0	0	0	0	0	0	137,44	ton	887.808.000	"No. CRSU1101917 Seal: MCL0144509; No. PALU5004076 Seal: MCL0144507; No. DRYU2566010 Seal: MCL0144451; No. MGEU2180149 Seal: MCL0144506; No. MGEU2003631 Seal: MCL0144504; No. MGEU2106096 Seal: MCL0144508; No. MGEU2005130 Seal: MCL0144510; No. DRYU2348153 Seal: MCL0144505"	"Packing List No. SB/M298-149/2502 Tanggal: 2025-02-13; Phytosanitary Certificate No. TH6801027789 Tanggal: 2025-02-28; Bill of Lading (BL) No. SB/M298-149/2502 Tanggal: 2025-02-13; Invoice No. IVD68010008 Tanggal: 2025-01-09"
PTK	14000IMT250412140411XELKRP	12/04/2025 14:24	2025-T2.0-1400.0-K.1.1-000128	14/04/2025 08:36	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	14/04/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	NEW DIAMON STARCH CO. LTD.	99 MOO 8 KHLONGKLUNG, KHLONGKLUNG KAMPHAENGPHET, THAILAND 62120	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	LOW KIM CHUAN 48	L482515	Bag	400		2025-T2.0-1400.0-K.9.2-000128	TMP450V	15/04/2025 09:53	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	343,6	0	0	0	0	0	0	343,6	ton	2.086.393.000	"No. EMCU6101850 Seal: ; No. EGHU3931648 Seal: ; No. EITU0272070 Seal: ; No. DFSU1445102 Seal: ; No. EITU0042648 Seal: ; No. FTAU1753020 Seal: ; No. EMCU6162691 Seal: ; No. EGHU3522803 Seal: ; No. TRHU3342048 Seal: ; No. TRHU2833047 Seal: ; No. EGHU3755636 Seal: ; No. EGHU3532930 Seal: ; No. EGHU3817403 Seal: ; No. EGHU3580287 Seal: ; No. EGSU3234837 Seal: ; No. EITU0468567 Seal: ; No. EGHU3779350 Seal: ; No. EITU0035680 Seal: ; No. EMCU6177346 Seal: ; No. EITU0267990 Seal:"	"Invoice No. NDS-45/2025 Tanggal: 2025-03-04; Fumigation Certificate No. NDW2025/02748 Tanggal: 2025-03-17; Phytosanitary Certificate No. TH6803016398 Tanggal: 2025-03-17; Bill of Lading (BL) No. TPPPER2504004 Tanggal: 2025-04-11; Packing List No. NDS-45/2025 Tanggal: 2025-03-04"
PTK	14020IMT250107115755S6W6JP	07/01/2025 11:57	2025-T2.0-1402.0-K.1.1-000003	07/01/2025 14:08	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	DERMAGA A PELABUHAN PELINDO	JALAN DATUK LAKSAMANA KELURAHAN BULUH KASAP DUMAI KOTA	07/01/2025 15:15	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	SOON HUA LOGISTICS SDN. BHD	NO.170B, 2ND FLOOR, PERSIARAN RAJA MUDA MUSA 42000 PORT KLANG, SELANGOR DARUL EHSAN MALAYSIA	'-	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	MALAYSIA		Port Klang	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	KLM. PUTRA SORSEL MANDIRI	-	Bag		-	2025-T2.0-1402.0-K.9.2-000003	FCTIPOT	20/01/2025 15:27	Hasil Tumbuhan / Non Benih - Berbentuk biji	KACANG TANAH	KACANG TANAH	'12024200	40.100,00	0	0	0	0	0	0	40.100,00	kilogram	720.000.000		"Prior Notice No. T.20250102.UTJL4F Tanggal: 2025-01-07; Bill of Lading (BL) No. D.PKLG:01/2025(002) Tanggal: 2025-01-03; Phytosanitary Certificate No. MY0103816B2024 Tanggal: 2025-01-07; Certificate of Analysis (COA) No. LS/F/H7209/24(A1) Tanggal: 2024-12-27"
PTK	14000IMT2509091438524H64AP	09/09/2025 14:39	2025-T2.0-1400.0-K.1.1-000266	11/09/2025 08:26	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	Pelabuhan PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	11/09/2025 14:59	PT. INDAH KIAT PULP & PAPER TBK	GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT. 9 JL MH. THAMRIN, 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10350	'0010005668092000092000	PHU THAI GLOBAL CORPORATION	D3 STREET, PHU MY 2 INDUSTRIAL PARK EXPANSION, TAN PHUOC WARD, PHU MY TOWN, BA RIA-VUNG TAU PROVINCE, VIETNAM	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	VIETNAM		Phu My	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	BG. PALMER	-	"Bulk, solid, large particles (""nodules"")"	1		2025-T2.0-1400.0-K.9.2-000266	TN5FAS7	12/09/2025 08:56	Produk tumbuhan yang tidak diolah - Kayu yang dipergunakan sebagai bahan pembungkus	KAYU AKASIA	Acacia Woodchips for Pulping Use	'44012200	7.584,75	0	0	0	0	0	0	7.584,75	ton	12.331.212.738		"Packing List No. 4500007594 Tanggal: 2025-08-31; Fumigation Certificate No. 25G10GHX01906-02 Tanggal: 2025-09-03; Prior Notice No. T.20250904.2SVJ3L Tanggal: 2025-09-04; Bill of Lading (BL) No. MP006 Tanggal: 2025-08-31; Invoice No. 4500007594 Tanggal: 2025-08-31; Phytosanitary Certificate No. 000597/25/0203 Tanggal: 2025-09-03"
PTK	14000IMT251014091031Y1L6RP	14/10/2025 10:02	2025-T2.0-1400.0-K.1.1-000288	15/10/2025 08:15	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	16/10/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 296	202-2503	Bag	300		2025-T2.0-1400.0-K.9.2-000288	XUYDTIC	15/10/2025 17:05	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	257,7	0	0	0	0	0	0	257,7	ton	1.627.920.000	"No. PALU5015300 Seal: MCL0144918; No. MURU2184878 Seal: MCL0144920; No. MGEU1903665 Seal: MCL0144914; No. MGEU2011935 Seal: MCL0144925; No. MGEU1915711 Seal: MCL0144926; No. MGEU2109670 Seal: MCL0144922; No. MXCU0035956 Seal: MCL0144917; No. DRYU2565415 Seal: MCL0144928; No. MGEU2201616 Seal: MCL0144916; No. MGEU2101896 Seal: MCL0144923; No. TEMU2503083 Seal: MCL0144915; No. MGEU2204770 Seal: MCL0144924; No. MGEU1904980 Seal: MCL0144921; No. MXCU0026770 Seal: MCL0144919; No. MGEU1916699 Seal: MCL0144913"	"Invoice No. IVD68090009 Tanggal: 2025-09-01; Phytosanitary Certificate No. TH6810002182 Tanggal: 2025-10-03; Packing List No. IVD68090009 Tanggal: 2025-09-01; Bill of Lading (BL) No. SB/M296-202/2503 Tanggal: 2025-10-12"
PTK	14000IMT250404171821JU2ZRP	05/04/2025 10:58	2025-T2.0-1400.0-K.1.1-000123	10/04/2025 07:33	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	07/04/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	"FORINDO PTE LTD ON BEHA;F OF TPK ADVANCE STARCH CO.,LTD."	BLK 513 KAMPONG BAHRU ROAD HEX 02-108 KEPPEL DISTRIKPARK SINGAPORE	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	VISION-208	009-2505	Bag	200		2025-T2.0-1400.0-K.9.2-000123	SRZCG3E	10/04/2025 14:38	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	170,5	0	0	0	0	0	0	170,5	ton	1.044.480.000	"No. MGEU1917822 Seal: MCL0144335; No. MGEU1907357 Seal: MCL0144390; No. MGEU2181931 Seal: MCL0144340; No. PALU5008744 Seal: MCL0144338; No. RFCU2106635 Seal: MCL0144333; No. GESU3741110 Seal: MCL0144334; No. MGEU2182291 Seal: MCL0144339; No. TDTU5109354 Seal: MCL0144337; No. DRYU2328619 Seal: MCL0144331; No. PALU5013036 Seal: MCL0144336"	"Invoice No. TAS25/099A Tanggal: 2025-03-20; Phytosanitary Certificate No. TH6803025024 Tanggal: 2025-03-25; Packing List No. TAS25/099A Tanggal: 2025-03-20; Bill of Lading (BL) No. SB/BV208-009/2505 Tanggal: 2025-04-03"
PTK	14000IMT250614093214ZA94HP	14/06/2025 10:33	2025-T2.0-1400.0-K.1.1-000203	17/06/2025 08:07	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	17/06/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 322	024-2503	Bag	200		2025-T2.0-1400.0-K.9.2-000203	A9FTDG0	17/06/2025 14:37	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	171,8	0	0	0	0	0	0	171,8	ton	1.047.200.000	"No. BEAU2576728 Seal: YMAT832017; No. DRYU2933034 Seal: YMAT832363; No. YMMU1232332 Seal: YMAT832364; No. YMLU3646209 Seal: YMAT832006; No. BEAU2497151 Seal: YMAT832020; No. TEMU5561530 Seal: YMAT832023; No. SEGU1467534 Seal: YMAT832382; No. TCLU7452783 Seal: YMAT832021; No. TEMU1911028 Seal: YMAT832005; No. YMMU1212887 Seal: YMAT832381"	"Invoice No. IVD68050006 Tanggal: 2025-05-01; Packing List No. IVD68050006 Tanggal: 2025-05-01; Phytosanitary Certificate No. TH6805051984 Tanggal: 2025-05-29; Bill of Lading (BL) No. SB/M322-024/2503 Tanggal: 2025-06-13"
PTK	14000IMT250729111141UTAGEP	30/07/2025 15:33	2025-T2.0-1400.0-K.1.1-000242	04/08/2025 08:28	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	01/08/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	SINGAPURA		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 322	029-2502	Bag	400		2025-T2.0-1400.0-K.9.2-000242	T0M96K8	04/08/2025 14:54	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	341,2	0	0	0	0	0	0	341,2	ton	1.969.280.000	"No. KKTU7773406 Seal: THBN01150; No. TRHU3021330 Seal: THBN00862; No. TCLU2951959 Seal: THBN00865; No. TRHU1768646 Seal: THBN00827; No. BSIU2913201 Seal: THBN00857; No. MOAU6774208 Seal: THBN01149; No. NYKU3639000 Seal: THBN00826; No. NYKU3587821 Seal: THBN01146; No. CAIU6074701 Seal: THBN01148; No. NYKU3633090 Seal: THBN00859; No. TCLU7557969 Seal: THBN00858; No. KKTU7803265 Seal: THBN01147; No. TCLU3137649 Seal: THBN00864; No. CAIU3226626 Seal: THBN00863; No. FCIU3278612 Seal: THBN00828; No. TRHU1950286 Seal: THBN00856; No. CAIU3075160 Seal: THBN00829; No. KKTU8019155 Seal: THBN00830; No. NYKU3853794 Seal: THBN00860; No. TCLU2989912 Seal: THBN00861"	"Bill of Lading (BL) No. SB/M322-029/2502 Tanggal: 2025-07-28; Packing List No. 300/25 Tanggal: 2025-07-14; Invoice No. 300/25 Tanggal: 2025-07-14; Phytosanitary Certificate No. TH6807033413 Tanggal: 2025-07-22"
PTK	14000IMT250709110147A22JNP	09/07/2025 11:10	2025-T2.0-1400.0-K.1.1-000226	11/07/2025 07:34	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	Pelabuhan PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	11/07/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT. 9 JL MH. THAMRIN, 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10350	'0010005668092000092000	VIETNAM TCT CORPORATION	NO. 100 HA DINH STREET, THANH XUAN TRUNG WAED, THANH XUAN DISTRICT, HA NOI CITY, VIETNAM	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	VIETNAM		Nghi Son	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	MV. BG BRILLIANCE	BGB048	"Bulk, solid, large particles (""nodules"")"	1		2025-T2.0-1400.0-K.9.2-000226	NIGT9JF	14/07/2025 08:28	Produk tumbuhan yang tidak diolah - Berbentuk batangan (termasuk kayu)	KAYU AKASIA	ACACIA WOODCHIPS FOR PULPING USE	'44012200	35.091,60	0	0	0	0	0	0	35.091,60	ton	55.652.069.025		"Invoice No. 4500007070 Tanggal: 2025-06-30; Bill of Lading (BL) No. BGB048 Tanggal: 2025-06-30; Packing List No. 4500007070 Tanggal: 2025-06-30; Phytosanitary Certificate No. 000467/25/0601 Tanggal: 2025-06-30; Fumigation Certificate No. 0047/COF-MMP/SF/2025 Tanggal: 2025-07-09"
